"","Target","Correlation","Slope","r","p","q"
"64","HTR1A","BATF",0.0802266933344554,0.0838030390876852,0.0265039119321193,0.171176202960459
"65","HTR1A","ZBTB41",0.0860211339139601,0.0906779689720145,0.0275031309312967,0.171176202960459
"66","HTR1A","SOX2",0.0869462777918083,0.0844531503852531,0.0267521184756886,0.171176202960459
"67","HTR1A","NRAS",-0.0489770943051124,-0.0825895109760172,0.0286643630783148,0.171757935675602
"68","HTR1A","TCF7L2",-0.069530685737031,-0.0821433044757747,0.0296560464475859,0.171757935675602
"69","HTR1A","POU6F1",0.0906934327195552,0.0931040399935979,0.0294604324122843,0.171757935675602
"70","HTR1A","KLF8",0.0860336325340134,0.0822732065155229,0.0293982339721273,0.171757935675602
"71","HTR1A","ZNF26",-0.0755001522497968,-0.0930687137079518,0.0295223590819637,0.171757935675602
"72","HTR1A","ZSCAN20",0.0810831310443653,0.0894144460786742,0.0365609745032859,0.208848306409181
"73","HTR1A","RAC1",-0.0447074440896787,-0.0780808983586368,0.0387560051909069,0.218395326548759
"74","HTR1A","MAX",-0.0455419468053264,-0.0775677942463081,0.040058487201303,0.222725188839244
"75","HTR1A","LRRFIP1",0.0777072376617299,0.0875201349389328,0.0407397669596531,0.223532668712833
"76","HTR1A","HOXC6",-0.0553638475133338,-0.0758166922243328,0.0447858905294418,0.242541770789315
"77","HTR1A","ATF4",-0.0511448513995808,-0.0750782976983153,0.0469156393340118,0.250818225670294
"78","HTR1A","DLX3",0.0708518541076634,0.0744978983429491,0.0486487942485725,0.256791736729807
"79","HTR1A","SIM1",0.090277032210668,0.0738447777616169,0.050662932909086,0.264080537788611
"80","HTR1A","AR",0.0744614776474149,0.0733629178871683,0.0520251044387544,0.267832945073587
"81","HTR1A","ZNF530",-0.0557306747352347,-0.0825551180962973,0.0536465373043444,0.272812268974532
"82","HTR1A","FOXJ2",0.0585559883114751,0.0719440028979644,0.0569249346613647,0.282591639926061
"83","HTR1A","HIVEP2",0.0671666021695842,0.0719976367983505,0.0567398142264623,0.282591639926061
"84","HTR1A","ZNF540",0.0634252808186724,0.0809468198229237,0.0584961072379354,0.28363810137464
"85","HTR1A","SCRT2",-0.0660584232135394,-0.0811142142006783,0.0579749952774647,0.28363810137464
"86","HTR1A","RALA",0.0515273352058123,0.0701777744700434,0.0633069995570136,0.29332243128083
"87","HTR1A","MLXIPL",0.0604462889446251,0.0706362283817767,0.0615962450095249,0.29332243128083
"88","HTR1A","ZNF517",0.0578182104238421,0.079620492984543,0.0627636955428532,0.29332243128083
"89","HTR1A","PITX3",0.0634366991745362,0.0704186339350227,0.0624033928480903,0.29332243128083
"90","HTR1A","MKX",0.0503063021525509,0.0693333524078191,0.0665605265258032,0.302752134069429
"91","HTR1A","SHOX",-0.0760833613614347,-0.0784344669627288,0.0667942358138788,0.302752134069429
"92","HTR1A","HES7",0.0616456563375342,0.0944092573628905,0.068561930324654,0.307422848875062
"93","HTR1A","RORA",0.0467882261917124,0.0683453972836561,0.0705402250892672,0.312928445342813
"94","HTR1A","TFDP1",0.0354044683402511,0.0678235969378189,0.0727195097970663,0.314472501114567
"95","HTR1A","ZNF628",0.0639634457926179,0.0764782559726389,0.0739048084154138,0.314472501114567
"96","HTR1A","TWIST1",0.0699564669466343,0.0680718335403149,0.0716759947973105,0.314472501114567
"97","HTR1A","TCF7",0.0833844620501917,0.0676309855629699,0.0735377133476199,0.314472501114567
"98","HTR1A","RBPJ",0.0735141036635243,0.0672376892075331,0.075231750814541,0.316885253430946
"99","HTR1A","ETV3L",-0.100483465407478,-0.10153026913823,0.078129139553018,0.325798511936085
"100","HTR1A","ZNF670",0.0623331323850588,0.0745704153441389,0.0814223554499102,0.332873747280515
"101","HTR1A","ZBTB34",0.0729806943893617,0.0903789740176653,0.081295464599757,0.332873747280515
"102","HTR1A","HOXB7",-0.054196256441744,-0.065253991202103,0.0842668238505534,0.33965328906369
"103","HTR1A","MGA",-0.0775479141824662,-0.0890277884603428,0.0847096931957403,0.33965328906369
"104","HTR1A","E2F5",0.0519384458063464,0.0639461578779214,0.0906889604297093,0.347121714696562
"105","HTR1A","DLX1",0.0581673450972322,0.0639371630635793,0.0907344530022189,0.347121714696562
"106","HTR1A","RXRG",0.0711031530666511,0.0643939049523495,0.0884474566903389,0.347121714696562
"107","HTR1A","CEBPB",0.0662336400862411,0.064497560805401,0.0879349413207205,0.347121714696562
"108","HTR1A","RUNX2",0.0641505850164629,0.0641408763794123,0.0897086237573655,0.347121714696562
"109","HTR1A","RAB1A",0.0606701987223555,0.0690467525181119,0.0943807147996019,0.354644019069701
"110","HTR1A","ZNF480",0.0632738239941716,0.071588157446658,0.0944016453638773,0.354644019069701
"111","HTR1A","CC2D1A",0.0516959033638837,0.0703657538764599,0.100178278397465,0.36968444328976
"112","HTR1A","MYCN",0.0612313765219874,0.062171765672809,0.100023746368275,0.36968444328976
"113","HTR1A","TFAP2C",-0.0574550271771333,-0.0617982688998914,0.102082852091088,0.370161298452031
"114","HTR1A","MEF2D",-0.0531741868308323,-0.0618596850992858,0.101741967634115,0.370161298452031
"115","HTR1A","GATA3",-0.0456507974538324,-0.0616339180539253,0.102999527453039,0.370265542654461
"116","HTR1A","RAB10",-0.0614338585110647,-0.0609756242310543,0.106486323542154,0.373149553925027
"117","HTR1A","RAB27A",0.0450590714746784,0.0611013500446138,0.105765207978703,0.373149553925027
"118","HTR1A","EHF",0.0653703273211756,0.0610733355885047,0.106175423537456,0.373149553925027
"119","HTR1A","MYBL1",0.0633954830508595,0.0607695429921078,0.10792860813986,0.375051913286013
"120","HTR1A","ZNF708",-0.0618626085933412,-0.0604843756062067,0.109595040033317,0.377695303255314
"121","HTR1A","RAB5A",0.0564955908386623,0.0602064455561897,0.114093109051447,0.38130063670717
"122","HTR1A","HOXD10",-0.0448136751156469,-0.0597277961519525,0.114114686523762,0.38130063670717
"123","HTR1A","ZNF688",0.058117989922079,0.0678833814634997,0.112771883212885,0.38130063670717
"124","HTR1A","JUN",0.0598382646215228,0.0593984143216299,0.116127532042711,0.38130063670717
"125","HTR1A","SP3",-0.0508387550519405,-0.0594072803467465,0.116072989731043,0.38130063670717
"126","HTR1A","TCF23",0.060343880022284,0.0678761003667294,0.114812742153997,0.38130063670717
"127","HTR1A","SP1",-0.0455867906433314,-0.0587921368694173,0.119905152955309,0.381682815132548
"128","HTR1A","LHX5",0.0565352794158584,0.0591353938688553,0.117754749731163,0.381682815132548
"129","HTR1A","ZNF689",-0.0545192927735195,-0.0590609299913918,0.118218660241562,0.381682815132548
"130","HTR1A","ZNF785",0.0670888679540267,0.0666733417250164,0.11934602024125,0.381682815132548
"131","HTR1A","KLF12",0.062007457319585,0.0579911488088812,0.125042426804586,0.383197049668656
"132","HTR1A","ZIC5",-0.0485430928633848,-0.0578607894817168,0.125894474351573,0.383197049668656
"133","HTR1A","PBX1",0.0572367254510834,0.0579853259414346,0.125080389953897,0.383197049668656
"134","HTR1A","PRL",0.0656497477868806,0.0578650536665687,0.125866531799454,0.383197049668656
"135","HTR1A","ZNF25",0.0513218404908779,0.0655234550280854,0.125867267838354,0.383197049668656
"136","HTR1A","ZNF610",0.0539093348584035,0.0658422071088434,0.124032430721933,0.383197049668656
"137","HTR1A","SMAD9",0.060311594672996,0.0574039935244565,0.128915810281245,0.389549948458544
"138","HTR1A","ONECUT3",-0.0583907207963005,-0.0780222341515523,0.130999332875353,0.392997998626059
"139","HTR1A","NFYB",0.0671937754000968,0.0566083199463826,0.134312405131613,0.397221793899877
"140","HTR1A","CREBZF",0.0628584570128527,0.0642323223896251,0.13351583205397,0.397221793899877
"141","HTR1A","KLF16",0.0580233615930054,0.0561268798900388,0.137661388851664,0.402142902283501
"142","HTR1A","FOXI3",0.0541181386827526,0.0574531593361399,0.138869491436029,0.402142902283501
"143","HTR1A","ST18",0.063919638514413,0.0560552037433112,0.138165427860173,0.402142902283501
"144","HTR1A","RAP1A",0.0499419253797945,0.0549578261946892,0.145772365570299,0.414146209332963
"145","HTR1A","CEBPG",0.0520532051518721,0.0546625545875661,0.148242809541154,0.414146209332963
"146","HTR1A","ZNF132",0.0609046555535908,0.0617877388493615,0.148973456594591,0.414146209332963
"147","HTR1A","CTCFL",0.0465810602854981,0.0547230762797667,0.147793529417183,0.414146209332963
"148","HTR1A","ERF",0.0632964784770668,0.0623956369854264,0.145007900758281,0.414146209332963
"149","HTR1A","GTF2IRD2B",0.0553863349629413,0.0547516584735399,0.14758171205311,0.414146209332963
"150","HTR1A","SREBF1",0.0525319063667523,0.0543131343805521,0.150857094734814,0.416605354333889
"151","HTR1A","MYBL2",0.0232758546508735,0.0541371651470454,0.152186861904598,0.417512640883008
"152","HTR1A","HDX",-0.0376864763411327,-0.0611153847013615,0.153455050953351,0.417634133134115
"153","HTR1A","MSGN1",0.0632881013402424,0.0538300469852832,0.154234188255764,0.417634133134115
"154","HTR1A","ZNF184",0.0685485767831132,0.0764712769026778,0.156391702046993,0.420744127442556
"155","HTR1A","ZSCAN1",-0.0442212033623872,-0.0604751026001614,0.157817205091556,0.421857528994736
"156","HTR1A","ZFP36",0.0514018514719014,0.0522671094170235,0.166569968396326,0.442418323702343
"157","HTR1A","ZFP37",0.0594771851586372,0.0581458316154152,0.174478066309759,0.44636413282926
"158","HTR1A","HLF",0.0478822479679498,0.051685340354581,0.171652412664545,0.44636413282926
"159","HTR1A","RXRA",0.0552138098586456,0.0517527418983013,0.17109354819057,0.44636413282926
"160","HTR1A","NFE2L2",0.0460834952991312,0.0515355480121927,0.172899306183335,0.44636413282926
"161","HTR1A","GLI1",0.0497569707242247,0.0517618880325088,0.171017817284432,0.44636413282926
"162","HTR1A","HNF1A",0.0574295917895723,0.0514737967798501,0.173415295042012,0.44636413282926
"163","HTR1A","ZNF584",-0.0628487521873513,-0.0571473773329987,0.182007965041941,0.462788545259081
"164","HTR1A","ZNF565",0.0482190879607291,0.0569527675262539,0.183503209413624,0.463762656518068
"165","HTR1A","TCF3",0.0383034610548307,0.0501635516180482,0.184635902685846,0.463814285662638
"166","HTR1A","PHOX2B",0.0558207707722312,0.0496636273995647,0.189055543433568,0.472072824022741
"167","HTR1A","PGR",0.0401880236587223,0.0489615975548531,0.195392608130866,0.481509424377777
"168","HTR1A","VAX1",0.0506344410334301,0.0488625768601423,0.196298806101252,0.481509424377777
"169","HTR1A","FOXK1",-0.0419647206788673,-0.0504623002408931,0.194046909968826,0.481509424377777
"170","HTR1A","HTR4",0.0390985087215946,0.0486833864985083,0.197625758949558,0.481929482350677
"171","HTR1A","ZNF654",-0.0619567959599179,-0.0674225405970644,0.211593752868002,0.487483949977663
"172","HTR1A","SIM2",0.0400872947929675,0.0474834040260603,0.209241255688558,0.487483949977663
"173","HTR1A","ZBTB21",0.0418778201020859,0.0478558840686863,0.205686536389446,0.487483949977663
"174","HTR1A","ZNF232",0.054259186061105,0.0479496502923185,0.204798628489764,0.487483949977663
"175","HTR1A","HIF3A",0.0477822965714362,0.0477789798527096,0.20609231955088,0.487483949977663
"176","HTR1A","ARNT",-0.0327612987209015,-0.0476060976877748,0.208065472017448,0.487483949977663
"177","HTR1A","RUNX1",0.0382529979754858,0.0477967940315488,0.206247514103455,0.487483949977663
"178","HTR1A","SOX9",-0.0471315716276044,-0.0482529781174559,0.2019453591783,0.487483949977663
"179","HTR1A","FOXN2",-0.045477017060918,-0.0472890311565112,0.211113765256391,0.487483949977663
"180","HTR1A","ZNF7",-0.0454887120343741,-0.0536011016618591,0.210695106883596,0.487483949977663
"181","HTR1A","HOXB8",0.0408705654233807,0.0464179187026259,0.219654259828346,0.500762976439954
"182","HTR1A","ZNF551",-0.0541509254118634,-0.0464738679319535,0.219759291818972,0.500762976439954
"183","HTR1A","ZFY",0.0415470519859672,0.0512142447807107,0.231757000532806,0.525231897946631
"184","HTR1A","TP53",0.0174620468482537,0.0448459384049396,0.235351736305682,0.530495535348483
"185","HTR1A","SOX17",0.0455229964065772,0.0446936223826909,0.237282999514254,0.531973176330343
"186","HTR1A","RAC3",0.0442979989117657,0.0444966929178956,0.23902205437665,0.533006399331889
"187","HTR1A","ZNF324",0.0473526424122466,0.0502363467526248,0.240802945915841,0.534121427909072
"188","HTR1A","ZNF880",0.0598936247122003,0.0692983789859548,0.242720305178502,0.535525752695424
"189","HTR1A","IRX3",0.0355462736231279,0.0437795787424652,0.247022292297571,0.542148925726774
"190","HTR1A","NFKB1",0.0430019950830192,0.0433150971462377,0.252077062695846,0.550346257299308
"191","HTR1A","EBF3",-0.0460642113662262,-0.0614789416548462,0.254764087748888,0.550448832079203
"192","HTR1A","NOTO",0.0444445250342255,0.050916340906661,0.253882011268639,0.550448832079203
"193","HTR1A","BARHL2",0.0451882644095465,0.0424952161524754,0.261174179222426,0.553039649264701
"194","HTR1A","ZNF444",0.0385768477723124,0.0425786877786413,0.260237782899777,0.553039649264701
"195","HTR1A","IRF4",0.041628011212505,0.0426359657673231,0.259596573286175,0.553039649264701
"196","HTR1A","PAX1",0.0383083001195405,0.0424868525132171,0.261268131667017,0.553039649264701
"197","HTR1A","ZNF471",0.0409972383877902,0.0477391035608465,0.265019703485578,0.558147557340839
"198","HTR1A","ZNF586",0.0470058336354441,0.0482619942362943,0.268752798488385,0.563165411907821
"199","HTR1A","HTR2B",-0.0425713685217427,-0.0411691229926437,0.276362696623996,0.571194701376145
"200","HTR1A","MYC",-0.0292108626597836,-0.0411407729445667,0.276693836158229,0.571194701376145
"201","HTR1A","TEAD1",-0.0223931549427283,-0.0411439597110763,0.276656600035152,0.571194701376145
"202","HTR1A","ZNF256",0.0479727400566368,0.0464457141599522,0.278198957227677,0.571315698520912
"203","HTR1A","ZNF669",-0.0395812231306731,-0.046321029006765,0.279492571938288,0.571315698520912
"204","HTR1A","RAB4A",0.0375919544714752,0.0405597593845933,0.283539761427228,0.576761368366606
"205","HTR1A","TTF1",-0.035778316190791,-0.040231800203228,0.287454142518546,0.579547076436402
"206","HTR1A","CREB1",-0.0411970332441041,-0.0402122327102607,0.287688836504401,0.579547076436402
"207","HTR1A","RHOA",0.0247478702887395,0.0396035689216527,0.295053627077837,0.580112928131965
"208","HTR1A","KLF4",0.0277519219289778,0.0390483036689718,0.301881307924788,0.580112928131965
"209","HTR1A","ZNF454",0.0366766318519321,0.0448635801522753,0.294916088736766,0.580112928131965
"210","HTR1A","KLF5",-0.0333556057716333,-0.039113854979107,0.301069853758535,0.580112928131965
"211","HTR1A","NR2F6",0.0401996154890149,0.0392245999818589,0.299702247129985,0.580112928131965
"212","HTR1A","GATA6",-0.0327396796139512,-0.0393375443103287,0.298311745684264,0.580112928131965
"213","HTR1A","ESRRB",-0.0376061151062954,-0.0399358503606045,0.291017565397822,0.580112928131965
"214","HTR1A","ZNF76",-0.0369591139973495,-0.0395316089638745,0.295932595621737,0.580112928131965
"215","HTR1A","MEIS3",-0.0347847445850912,-0.0446378613208958,0.297354677210194,0.580112928131965
"216","HTR1A","NFIX",-0.0314609237858623,-0.039827672799318,0.292327458330951,0.580112928131965
"217","HTR1A","HOMEZ",-0.0431369526623069,-0.0440112987945776,0.304194108332682,0.581875886122608
"218","HTR1A","DEC1",-0.0373315092191333,-0.0430914822893323,0.314421942445548,0.598693835615496
"219","HTR1A","ZNF250",0.0246747670752914,0.042528182949231,0.320795571845884,0.605302051853999
"220","HTR1A","POU2F2",-0.0355121201952415,-0.0375684523871758,0.320586644138041,0.605302051853999
"221","HTR1A","HES3",-0.0373389821751167,-0.0373000023227916,0.324059172473608,0.608705742889615
"222","HTR1A","RPF1",-0.0538869780477986,-0.0530869493231453,0.325528133556563,0.608723012076622
"223","HTR1A","ZNF526",0.0360051257169915,0.0415673815224679,0.331859756130267,0.617792492438934
"224","HTR1A","ZSCAN25",0.0318947246275837,0.0413099978347231,0.334864956754342,0.620616386518046
"225","HTR1A","FOXI2",0.0316591945260379,0.0362440478493719,0.337609111266876,0.622933625656138
"226","HTR1A","ATOH8",0.029256979947055,0.0355228857899091,0.347315930595676,0.638020894530382
"227","HTR1A","TBX19",0.0271675320454789,0.0394406781013076,0.357213395089878,0.638772348143313
"228","HTR1A","RELA",0.0304164327414694,0.0383561348151301,0.35194413673265,0.638772348143313
"229","HTR1A","FOXD4L5",0.0324764410985495,0.0348367858282494,0.356713590033887,0.638772348143313
"230","HTR1A","ZNF701",0.0384682681183513,0.0398818089151981,0.35185685239861,0.638772348143313
"231","HTR1A","ZNF257",-0.0296856903903719,-0.0348195968881724,0.357295010286247,0.638772348143313
"232","HTR1A","ZNF571",0.0350454009109167,0.0394145573220435,0.357532171123453,0.638772348143313
"233","HTR1A","BBX",0.0405814460033971,0.0393396117276241,0.358447792483298,0.638772348143313
"234","HTR1A","ZNF514",-0.0343107756020889,-0.0392075819861927,0.360064393205169,0.638922774325768
"235","HTR1A","ATF3",-0.0393551097118761,-0.0342893454334523,0.36466863510881,0.644350935764296
"236","HTR1A","MYF6",0.0257475404416545,0.0339319020681556,0.369692348591594,0.645028072647258
"237","HTR1A","SP6",0.0344711019670647,0.0385363351914512,0.368353712827828,0.645028072647258
"238","HTR1A","RAX",0.0367224874459815,0.0341401715288321,0.366760013433761,0.645028072647258
"239","HTR1A","HOXC11",0.0310280776695761,0.0331610505856723,0.380671543841521,0.661416807424643
"240","HTR1A","HOXB6",0.0302936851579688,0.032475048196135,0.390608427972195,0.675866035122013
"241","HTR1A","IRF8",0.0308112426262805,0.032151183637365,0.395353818078819,0.681250174127552
"242","HTR1A","SF1",0.0280224314762154,0.0358705236092248,0.402428882347662,0.690587835139815
"243","HTR1A","ZSCAN18",-0.0325304402145391,-0.0355939568712352,0.406068826683501,0.693978281668114
"244","HTR1A","PAX8",0.0227662843556446,0.0312720015947134,0.408410103123007,0.695130665315485
"245","HTR1A","MZF1",0.0289236255196607,0.0345701973228842,0.419712304576692,0.70289169079711
"246","HTR1A","ZNF225",0.0343611056705757,0.0346495682121302,0.418645028594624,0.70289169079711
"247","HTR1A","FLI1",0.0236131123255611,0.0307269019098536,0.41663223262551,0.70289169079711
"248","HTR1A","HNF4G",-0.0324361283153203,-0.0305750232099437,0.418940367604847,0.70289169079711
"249","HTR1A","CEBPD",0.027581480453714,0.0303921910379478,0.421728843274258,0.703443710581463
"250","HTR1A","TFAP2D",-0.0333594944913782,-0.0301502114936535,0.425436057854371,0.70680014392539
"251","HTR1A","HOXD9",0.0323064236643841,0.0295588162574063,0.434575944712479,0.716502767086302
"252","HTR1A","ZBTB37",0.0289503756116043,0.0321646025594141,0.436279068717207,0.716502767086302
"253","HTR1A","FOXJ3",-0.0302741273760191,-0.0294396689119081,0.43643094206216,0.716502767086302
"254","HTR1A","RFX6",0.0383758325047569,0.0332007830299089,0.438376132234651,0.716873910360195
"255","HTR1A","ZSCAN29",-0.0325054618166017,-0.0329655556434769,0.441629274116358,0.719372684791098
"256","HTR1A","ZNF460",0.0323630328176977,0.0328138926235988,0.443734028313067,0.719988676290073
"257","HTR1A","CUX2",0.0289306074216121,0.0287121384314785,0.447856140275415,0.723146450953548
"258","HTR1A","LYL1",-0.0298478801984212,-0.0286100474571318,0.449148515100645,0.723146450953548
"259","HTR1A","SIX4",0.0231504051901049,0.0281100093705908,0.457438934965723,0.728061205651552
"260","HTR1A","NANOG",0.028736530620598,0.0281332553486596,0.457066859566051,0.728061205651552
"261","HTR1A","ZNF589",-0.0309496749253037,-0.0320494685153525,0.454429140613801,0.728061205651552
"262","HTR1A","ZNF354A",-0.0261158942277548,-0.0315569914761681,0.461395456371818,0.731566179874707
"263","HTR1A","HOXC13",0.0233907721745488,0.027745518588166,0.463295120528713,0.731795701744217
"264","HTR1A","ZNF582",0.0380152606410095,0.0312001242979614,0.466480458779309,0.734046608720649
"265","HTR1A","ZNF12",-0.0265476856466038,-0.0307596155477041,0.472799818330413,0.741193700164594
"266","HTR1A","LHX8",0.0268133824049849,0.0269741894532505,0.475824253402444,0.743141249695952
"267","HTR1A","TFEB",0.0287221075682749,0.0266346054999804,0.481398525974526,0.749041736311109
"268","HTR1A","PRDM2",0.0311961886718798,0.0262833691525465,0.487201183284685,0.755252391932022
"269","HTR1A","RAB27B",0.0227279852975815,0.0258964215108423,0.493328055736359,0.761917774970599
"270","HTR1A","ETS1",-0.0223776890361047,-0.025591083370352,0.498747700364535,0.767445723439156
"271","HTR1A","YY1",0.0134811154665151,0.0251202484780891,0.506682823657928,0.76831540896493
"272","HTR1A","ZNF195",-0.0249555935087051,-0.0287816123986976,0.501746347072344,0.76831540896493
"273","HTR1A","ZFP69",0.025871401209207,0.0285232094042702,0.505595775633692,0.76831540896493
"274","HTR1A","SNAI2",0.0303581755381026,0.0252516627476794,0.50415647754721,0.76831540896493
"275","HTR1A","RBAK",0.0204651721955439,0.0280879068914411,0.512115369600008,0.770946242322034
"276","HTR1A","GFI1B",0.0230694308756685,0.0281327629272131,0.511441538615102,0.770946242322034
"277","HTR1A","RAB1B",0.0214500078912006,0.0243412041346785,0.519657683416126,0.771599507104889
"278","HTR1A","HMX3",-0.019867759027167,-0.0261667062387719,0.525501822584625,0.771599507104889
"279","HTR1A","SRF",-0.0225128899661707,-0.0241064194916926,0.523991404678209,0.771599507104889
"280","HTR1A","ZSCAN5A",0.0242295952104313,0.0272109657488285,0.52538102570895,0.771599507104889
"281","HTR1A","ZNF605",0.0246263631095491,0.0278295930287733,0.516004749584506,0.771599507104889
"282","HTR1A","SATB1",-0.0245073621373191,-0.0243439364346352,0.519909439263973,0.771599507104889
"283","HTR1A","ZBTB47",0.0261615926472704,0.0263608537205012,0.523494908216691,0.771599507104889
"284","HTR1A","PAX9",0.0216740462492024,0.0235995336204904,0.532757240661158,0.779507962651589
"285","HTR1A","ELK4",0.023508767261069,0.0231338590842685,0.540875131002514,0.788618635063106
"286","HTR1A","TBX20",0.0255870317899416,0.0229311598491588,0.544427861737108,0.791032816530921
"287","HTR1A","USF2",0.023262616840379,0.0226604357492305,0.549190850727333,0.795182585948951
"288","HTR1A","HTR2A",0.0209279136774096,0.020142494811011,0.59444683099221,0.805285962809961
"289","HTR1A","ZNF266",-0.0156585920913702,-0.0243008162043645,0.570624607002692,0.805285962809961
"290","HTR1A","NRF1",-0.0193384150188341,-0.0209415165658109,0.579902414442101,0.805285962809961
"291","HTR1A","MYT1",-0.0137510819056718,-0.0204459646833027,0.588903252572742,0.805285962809961
"292","HTR1A","FOXA1",-0.0134147679710517,-0.0210645644437119,0.577677480142989,0.805285962809961
"293","HTR1A","MAF",0.01571533362851,0.0206748562994518,0.584737837653731,0.805285962809961
"294","HTR1A","FOXE1",0.0176449130474512,0.0201236668213707,0.594791550468748,0.805285962809961
"295","HTR1A","HBP1",0.0181844525918468,0.0206423871083358,0.585327885666186,0.805285962809961
"296","HTR1A","ZBTB8B",0.0224502911027644,0.0224794948209889,0.586436248441053,0.805285962809961
"297","HTR1A","ZBED1",0.0201544660881819,0.0237661259566196,0.579134291757733,0.805285962809961
"298","HTR1A","T",-0.0190252040809769,-0.0203377366497396,0.590877555167098,0.805285962809961
"299","HTR1A","ZBTB5",0.0228347770913963,0.022059699814159,0.592503336203389,0.805285962809961
"300","HTR1A","EGR3",0.0227021074369764,0.0204268919886843,0.589250957244767,0.805285962809961
"301","HTR1A","ZNF397",-0.0230508799582274,-0.0207618146301649,0.583158943912175,0.805285962809961
"302","HTR1A","BHLHE41",-0.0172937671212895,-0.0213333317479655,0.572831661926193,0.805285962809961
"303","HTR1A","ZNF534",-0.0183016382833615,-0.0248629060353648,0.560667589922579,0.805285962809961
"304","HTR1A","MXD4",0.0247939398665221,0.0219242034093784,0.561966896723341,0.805285962809961
"305","HTR1A","POU5F2",-0.0225570888804633,-0.0229867723127252,0.591643171627135,0.805285962809961
"306","HTR1A","ZNF771",-0.024513584533059,-0.024679022380649,0.564641486789967,0.805285962809961
"307","HTR1A","ZNF765",-0.0257662229566989,-0.0242003636575426,0.572218786425029,0.805285962809961
"308","HTR1A","HOXD8",0.0177966211372141,0.0198333610001534,0.600118218071789,0.809868274873579
"309","HTR1A","HOXA2",0.0195376789261887,0.0194824527360495,0.606585431143942,0.810724758932769
"310","HTR1A","MIXL1",-0.0200243072462946,-0.0195907464668977,0.60458626997976,0.810724758932769
"311","HTR1A","HEY2",0.0211908812859028,0.0195294907665098,0.605716721262486,0.810724758932769
"312","HTR1A","MAFF",-0.0166599017675246,-0.0189489210785367,0.616477452710637,0.816098723112177
"313","HTR1A","SPDEF",0.0155723354309819,0.0216390917469221,0.613560844205135,0.816098723112177
"314","HTR1A","ZNF461",0.0160565677519987,0.0190391564166406,0.615560201161923,0.816098723112177
"315","HTR1A","FOXO4",0.0175124779355014,0.018611108616379,0.622776986931884,0.819236604260554
"316","HTR1A","UBP1",0.0198350819772031,0.018695434212716,0.621201874569038,0.819236604260554
"317","HTR1A","ZNF155",0.0216055612008073,0.0205170781222181,0.632076113794555,0.828854526579652
"318","HTR1A","FOSL1",0.0171427815245503,0.0177047013589172,0.639815371145582,0.83225210909423
"319","HTR1A","SOX4",0.018189070122498,0.0177853192435814,0.63829205959351,0.83225210909423
"320","HTR1A","ZNF696",0.0164338954208752,0.0200019978174362,0.640654501245199,0.83225210909423
"321","HTR1A","ZSCAN26",-0.0216747169745493,-0.0197623498620847,0.644662179668825,0.834857543235714
"322","HTR1A","TP63",-0.014722901151517,-0.0171896830013244,0.649582440269769,0.838625008026296
"323","HTR1A","DDIT3",-0.0164113073800584,-0.0166882215700234,0.659150525862982,0.848351139768098
"324","HTR1A","PCBP1",0.00947108745716651,0.0182461833933883,0.670252465639396,0.857347479054073
"325","HTR1A","NR3C2",0.0187170202185504,0.0161614692258134,0.669261441317089,0.857347479054073
"326","HTR1A","NR1H4",0.0135660553484668,0.0159943206627239,0.672482483581291,0.857569405667885
"327","HTR1A","POU3F2",0.0140325807957765,0.0157952549061749,0.676326422829618,0.85984182414619
"328","HTR1A","ZNF569",0.0112037782812574,0.0172607052994299,0.687095043219465,0.865615205506094
"329","HTR1A","ZSCAN9",0.0162463599680196,0.0173474848844355,0.685605527683199,0.865615205506094
"330","HTR1A","SMAD4",0.0132819096158176,0.0154422795068838,0.683163025556538,0.865615205506094
"331","HTR1A","ZNF735",0.0222536231524967,0.0181201508104858,0.690891746511519,0.867776681612359
"332","HTR1A","HNF1B",-0.00958746665502012,-0.0148313870012154,0.695056313682752,0.870385834251375
"333","HTR1A","IRF1",0.0125860692883314,0.0147044030163095,0.697538075598243,0.870878375821759
"334","HTR1A","KRAS",0.00628906926187172,0.0145700451079051,0.699963331154616,0.871297639079029
"335","HTR1A","ZFHX3",0.0135283004114164,0.0140291571545849,0.710788734218048,0.87655514745425
"336","HTR1A","BACH1",0.0144157381472981,0.0138209513094249,0.714697242528645,0.87655514745425
"337","HTR1A","FOXI1",-0.0128316698624554,-0.013836186776321,0.71439649464762,0.87655514745425
"338","HTR1A","FOXD4L3",-0.0164827851557689,-0.0141676511169829,0.707864421285763,0.87655514745425
"339","HTR1A","CASZ1",-0.0197127708765305,-0.0197522333815431,0.714674306899855,0.87655514745425
"340","HTR1A","SOX30",0.0118134509314705,0.0136079257450722,0.719099450562705,0.877488810185425
"341","HTR1A","STAT6",-0.0126442636904062,-0.0135792170768418,0.719667081734809,0.877488810185425
"342","HTR1A","ASCL2",-0.0123150068857138,-0.0134534709140646,0.722155163791315,0.877955403209849
"343","HTR1A","ZNF235",-0.00906337596522195,-0.0147846621755368,0.730085363128156,0.879081006173802
"344","HTR1A","TFAP4",0.0122958937168496,0.0130641473959646,0.729691319793176,0.879081006173802
"345","HTR1A","FOXK2",0.0108144694550018,0.012347508634016,0.744162098751444,0.879081006173802
"346","HTR1A","SNAI3",-0.0136849010476897,-0.0125635244893915,0.739846650336734,0.879081006173802
